"Module","ModuleName","Requirement","Status","Confidence","EvidenceCount","EvidenceFiles"
"15","Digital Marketplace Twin","Predictions","IMPLEMENTED-EVIDENCE","HIGH","5","app\api\ai\route.ts | lib\ai\AIRepository.ts | lib\ai\AIService.ts | lib\services\analytics\AnalyticsService.ts | prisma\schema.prisma"
"15","Digital Marketplace Twin","AI","MISSING-NO-EVIDENCE","HIGH","0",""
"16","Pricing Engine","Purpose","NEEDS-LIVE-VERIFICATION","MEDIUM","2",".agents\skills\prisma-cli\SKILL.md | .agents\skills\prisma-mongodb-upgrade\references\migrations-mapping.md"
"16","Pricing Engine","Prisma Models","NEEDS-LIVE-VERIFICATION","MEDIUM","2",".agents\skills\prisma-cli\references\db-pull.md | .agents\skills\prisma-client-api\references\model-queries.md"
"16","Pricing Engine","Pricing APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"16","Pricing Engine","Dynamic Pricing","IMPLEMENTED-EVIDENCE","HIGH","6","app\api\pricing\rules\route.ts | components\ai\AIActivity.tsx | lib\ai\ai-prompts.ts | lib\services\pricing\PricingService.ts | prisma\migrations\20260809100000_restore_enterprise_schema\migration.sql | prisma\schema.prisma"
"16","Pricing Engine","Corporate Pricing","MISSING-NO-EVIDENCE","HIGH","0",""
"16","Pricing Engine","Validation","IMPLEMENTED-EVIDENCE","HIGH","11",".agents\skills\prisma-cli\SKILL.md | .agents\skills\prisma-driver-adapter-implementation\SKILL.md | .agents\skills\prisma-mongodb-upgrade\references\migrations-mapping.md | .agents\skills\prisma-postgres-setup\references\api-basics.md | .agents\skills\prisma-postgres-setup\SKILL.md | app\api\auth\reset-password\route.ts | app\api\bookings\create\route.ts | app\api\customers\route.ts | components\drivers\DriverForm.tsx | docs\DEPLOYMENT.md | lib\auth\password.ts"
"16","Pricing Engine","Automation","IMPLEMENTED-EVIDENCE","HIGH","31",".agents\skills\prisma-cli\references\migrate-reset.md | .agents\skills\prisma-compute\references\compute-config.md | .agents\skills\prisma-compute\references\frameworks.md | .agents\skills\prisma-compute\references\sdk-api.md | .agents\skills\prisma-compute\SKILL.md | .agents\skills\prisma-postgres\references\management-api.md | app\api\automation\route.ts | app\api\payments\verify\route.ts | app\api\payments\webhook\route.ts | app\automation\page.tsx | components\ai\AIOverview.tsx | components\ai\AIStats.tsx"
"16","Pricing Engine","AI","MISSING-NO-EVIDENCE","HIGH","0",""
"17","Wallet Engine","Customer Wallet","MISSING-NO-EVIDENCE","HIGH","0",""
"17","Wallet Engine","Vendor Wallet","IMPLEMENTED-EVIDENCE","HIGH","10","app\api\finance\wallet\route.ts | app\api\vendors\dashboard\route.ts | app\api\vendors\wallet\route.ts | lib\repositories\settlement.ts | lib\repositories\vendor.ts | lib\repositories\wallet.ts | lib\services\finance\FinanceService.ts | lib\services\penalty\PenaltyService.ts | prisma\migrations\20260809100000_restore_enterprise_schema\migration.sql | prisma\schema.prisma"
"17","Wallet Engine","RideGrid Wallet","MISSING-NO-EVIDENCE","HIGH","0",""
"17","Wallet Engine","Transactions","IMPLEMENTED-EVIDENCE","HIGH","31",".agents\skills\prisma-client-api\references\client-methods.md | .agents\skills\prisma-client-api\references\raw-queries.md | .agents\skills\prisma-client-api\references\transactions.md | .agents\skills\prisma-client-api\SKILL.md | .agents\skills\prisma-database-setup\references\mongodb.md | .agents\skills\prisma-driver-adapter-implementation\SKILL.md | .agents\skills\prisma-mongodb-upgrade\references\client-api-mapping.md | .agents\skills\prisma-mongodb-upgrade\references\decision-stay-or-migrate.md | .agents\skills\prisma-mongodb-upgrade\SKILL.md | app\api\finance\transactions\route.ts | app\api\payments\create-order\route.ts | app\api\vendors\wallet\route.ts"
"17","Wallet Engine","Wallet APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"17","Wallet Engine","Automation","IMPLEMENTED-EVIDENCE","HIGH","31",".agents\skills\prisma-cli\references\migrate-reset.md | .agents\skills\prisma-compute\references\compute-config.md | .agents\skills\prisma-compute\references\frameworks.md | .agents\skills\prisma-compute\references\sdk-api.md | .agents\skills\prisma-compute\SKILL.md | .agents\skills\prisma-postgres\references\management-api.md | app\api\automation\route.ts | app\api\payments\verify\route.ts | app\api\payments\webhook\route.ts | app\automation\page.tsx | components\ai\AIOverview.tsx | components\ai\AIStats.tsx"
"18","Payment Gateway","UPI","MISSING-NO-EVIDENCE","HIGH","0",""
"18","Payment Gateway","Cards","IMPLEMENTED-EVIDENCE","HIGH","12","app\page.tsx | components\customers\CustomerStats.tsx | components\dashboard\BusinessOverview.tsx | components\dashboard\BusinessSummary.tsx | components\dashboard\ExecutiveOverview.tsx | components\dashboard\OperationsSection.tsx | components\dashboard\RevenueSection.tsx | components\drivers\DriverStats.tsx | components\settings\UserManagement.tsx | components\ui\index.ts | components\vehicles\VehicleStats.tsx | components\vendors\VendorStats.tsx"
"18","Payment Gateway","Net Banking","MISSING-NO-EVIDENCE","HIGH","0",""
"18","Payment Gateway","Corporate Credit","MISSING-NO-EVIDENCE","HIGH","0",""
"18","Payment Gateway","Payment APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"18","Payment Gateway","Webhook Handling","MISSING-NO-EVIDENCE","HIGH","0",""
"19","Settlement Engine","Vendor Settlement","IMPLEMENTED-EVIDENCE","HIGH","15","app\api\finance\settlements\route.ts | app\api\vendors\dashboard\route.ts | app\api\vendors\settlements\route.ts | components\finance\FinanceHeader.tsx | components\finance\FinanceStats.tsx | components\finance\VendorPaymentCard.tsx | components\finance\WalletCard.tsx | components\settings\TaxGSTSettings.tsx | data\finance.ts | finance.ts | lib\repositories\settlement.ts | lib\repositories\vendor.ts"
"19","Settlement Engine","Driver Settlement","MISSING-NO-EVIDENCE","HIGH","0",""
"19","Settlement Engine","Ledger","IMPLEMENTED-EVIDENCE","HIGH","2","components\finance\WalletCard.tsx | lib\services\penalty\PenaltyService.ts"
"19","Settlement Engine","Payout APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"19","Settlement Engine","Automation","IMPLEMENTED-EVIDENCE","HIGH","31",".agents\skills\prisma-cli\references\migrate-reset.md | .agents\skills\prisma-compute\references\compute-config.md | .agents\skills\prisma-compute\references\frameworks.md | .agents\skills\prisma-compute\references\sdk-api.md | .agents\skills\prisma-compute\SKILL.md | .agents\skills\prisma-postgres\references\management-api.md | app\api\automation\route.ts | app\api\payments\verify\route.ts | app\api\payments\webhook\route.ts | app\automation\page.tsx | components\ai\AIOverview.tsx | components\ai\AIStats.tsx"
"19","Settlement Engine","Reports","IMPLEMENTED-EVIDENCE","HIGH","56",".agents\skills\prisma-cli\references\db-execute.md | .agents\skills\prisma-cli\references\debug.md | .agents\skills\prisma-cli\references\migrate-status.md | .agents\skills\prisma-cli\references\validate.md | .agents\skills\prisma-compute\references\compute-config.md | app\api\corporate\route.ts | app\api\reports\route.ts | app\middleware.ts | app\page.tsx | app\reports\page.tsx | components\dashboard\Hero.tsx | components\navigation\navigation.ts"
"20","Invoice Engine","GST Invoice","MISSING-NO-EVIDENCE","HIGH","0",""
"20","Invoice Engine","Corporate Invoice","IMPLEMENTED-EVIDENCE","HIGH","3","lib\repositories\corporate.ts | prisma\migrations\20260809100000_restore_enterprise_schema\migration.sql | prisma\schema.prisma"
"20","Invoice Engine","Invoice APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"20","Invoice Engine","PDF Generation","MISSING-NO-EVIDENCE","HIGH","0",""
"20","Invoice Engine","Email Delivery","MISSING-NO-EVIDENCE","HIGH","0",""
"21","Refund Engine","Refund Rules","MISSING-NO-EVIDENCE","HIGH",,"components\settings\CancellationPolicy.tsx"
"21","Refund Engine","Approval Workflow","MISSING-NO-EVIDENCE","HIGH",,"app\api\corporate\approvals\route.ts"
"21","Refund Engine","Refund APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"21","Refund Engine","Payment Reconciliation","MISSING-NO-EVIDENCE","HIGH","0",""
"21","Refund Engine","Automation","IMPLEMENTED-EVIDENCE","HIGH","31",".agents\skills\prisma-cli\references\migrate-reset.md | .agents\skills\prisma-compute\references\compute-config.md | .agents\skills\prisma-compute\references\frameworks.md | .agents\skills\prisma-compute\references\sdk-api.md | .agents\skills\prisma-compute\SKILL.md | .agents\skills\prisma-postgres\references\management-api.md | app\api\automation\route.ts | app\api\payments\verify\route.ts | app\api\payments\webhook\route.ts | app\automation\page.tsx | components\ai\AIOverview.tsx | components\ai\AIStats.tsx"
"22","Penalty Engine","Vendor Penalties","MISSING-NO-EVIDENCE","HIGH","0",""
"22","Penalty Engine","Driver Penalties","IMPLEMENTED-EVIDENCE","HIGH","2","app\api\penalties\route.ts | lib\services\penalty\PenaltyService.ts"
"22","Penalty Engine","Wallet Deductions","MISSING-NO-EVIDENCE","HIGH","0",""
"22","Penalty Engine","Penalty APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"22","Penalty Engine","Audit Logs","IMPLEMENTED-EVIDENCE","HIGH","5","app\api\security\audit\route.ts | components\security\SecurityAuditLog.tsx | components\security\SecurityOverview.tsx | components\security\SecurityStats.tsx | prisma\schema.prisma"
"22","Penalty Engine","Reports","IMPLEMENTED-EVIDENCE","HIGH","56",".agents\skills\prisma-cli\references\db-execute.md | .agents\skills\prisma-cli\references\debug.md | .agents\skills\prisma-cli\references\migrate-status.md | .agents\skills\prisma-cli\references\validate.md | .agents\skills\prisma-compute\references\compute-config.md | app\api\corporate\route.ts | app\api\reports\route.ts | app\middleware.ts | app\page.tsx | app\reports\page.tsx | components\dashboard\Hero.tsx | components\navigation\navigation.ts"
"23","Corporate Module","Purpose","NEEDS-LIVE-VERIFICATION","MEDIUM","2",".agents\skills\prisma-cli\SKILL.md | .agents\skills\prisma-mongodb-upgrade\references\migrations-mapping.md"
"23","Corporate Module","Corporate Prisma Models","MISSING-NO-EVIDENCE","HIGH","0",""
"23","Corporate Module","Corporate APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"23","Corporate Module","Corporate Portal","MISSING-NO-EVIDENCE","HIGH","0",""
"23","Corporate Module","Corporate App","IMPLEMENTED-EVIDENCE","HIGH","6","app\api\corporate\approvals\route.ts | lib\repositories\corporate.ts | lib\repositories\corporate\CorporateApprovalRepository.ts | lib\services\corporate\CorporateApprovalService.ts | prisma\migrations\20260809100000_restore_enterprise_schema\migration.sql | prisma\schema.prisma"
"23","Corporate Module","Notifications","IMPLEMENTED-EVIDENCE","HIGH","36","app\api\driver\notifications\route.ts | app\api\notifications\route.ts | app\notifications\page.tsx | app\page.tsx | app\settings\page.tsx | components\automation\AutomationOverview.tsx | components\dashboard\SystemStatus.tsx | components\Header.tsx | components\navigation\navigation.ts | components\navigation\navigation-data.ts | components\navigation\navigation-icons.ts | components\notifications\DeliveryStatus.tsx"
"23","Corporate Module","Automation","IMPLEMENTED-EVIDENCE","HIGH","31",".agents\skills\prisma-cli\references\migrate-reset.md | .agents\skills\prisma-compute\references\compute-config.md | .agents\skills\prisma-compute\references\frameworks.md | .agents\skills\prisma-compute\references\sdk-api.md | .agents\skills\prisma-compute\SKILL.md | .agents\skills\prisma-postgres\references\management-api.md | app\api\automation\route.ts | app\api\payments\verify\route.ts | app\api\payments\webhook\route.ts | app\automation\page.tsx | components\ai\AIOverview.tsx | components\ai\AIStats.tsx"
"23","Corporate Module","AI","MISSING-NO-EVIDENCE","HIGH","0",""
"24","Company Structure","Company","IMPLEMENTED-EVIDENCE","HIGH","34","app\api\bookings\create\route.ts | app\api\corporate\route.ts | app\api\crm\leads\route.ts | app\api\vehicles\route.ts | app\api\vendors\route.ts | app\api\vendors\smart-return\route.ts | app\corporate\page.tsx | app\marketplace\booking\confirmation\BookingConfirmationClient.tsx | app\marketplace\booking\MarketplaceBookingClient.tsx | app\marketplace\page.tsx | app\marketplace\results\MarketplaceResultsClient.tsx | app\pricing\page.tsx"
"24","Company Structure","Branches","IMPLEMENTED-EVIDENCE","HIGH","8",".agents\skills\prisma-compute\references\app-deploy-cli.md | .agents\skills\prisma-compute\SKILL.md | .agents\skills\prisma-postgres\references\management-api.md | .github\workflows\ci.yml | app\api\corporate\route.ts | lib\repositories\corporate.ts | lib\services\corporate\CorporateService.ts | prisma\schema.prisma"
"24","Company Structure","Departments","IMPLEMENTED-EVIDENCE","HIGH","4","app\api\corporate\route.ts | lib\repositories\corporate.ts | lib\services\corporate\CorporateService.ts | prisma\schema.prisma"
"24","Company Structure","Projects","NEEDS-LIVE-VERIFICATION","MEDIUM","21",".agents\skills\prisma-cli\references\dev.md | .agents\skills\prisma-client-api\SKILL.md | .agents\skills\prisma-compute\references\app-deploy-cli.md | .agents\skills\prisma-compute\references\create-prisma.md | .agents\skills\prisma-compute\references\troubleshooting.md | .agents\skills\prisma-database-setup\references\mongodb.md | .agents\skills\prisma-database-setup\SKILL.md | .agents\skills\prisma-mongodb-upgrade\references\decision-stay-or-migrate.md | .agents\skills\prisma-mongodb-upgrade\references\migrations-mapping.md | .agents\skills\prisma-mongodb-upgrade\SKILL.md | .agents\skills\prisma-postgres\references\management-api.md | .agents\skills\prisma-postgres-setup\references\api-basics.md"
"24","Company Structure","Hierarchy","MISSING-NO-EVIDENCE","HIGH",,"lib\security\roles.ts"
"24","Company Structure","Access Rules","MISSING-NO-EVIDENCE","HIGH","0",""
"25","Employee Module","Employee Models","MISSING-NO-EVIDENCE","HIGH","0",""
"25","Employee Module","Employee APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"25","Employee Module","Profiles","MISSING-NO-EVIDENCE","HIGH","0",""
"25","Employee Module","Travel History","MISSING-NO-EVIDENCE","HIGH","0",""
"25","Employee Module","Wallet","IMPLEMENTED-EVIDENCE","HIGH","39","app\api\corporate\route.ts | app\api\drivers\route.ts | app\api\finance\wallet\route.ts | app\api\vendors\dashboard\route.ts | app\api\vendors\profile\route.ts | app\api\vendors\settlements\route.ts | app\api\vendors\wallet\route.ts | app\finance\page.tsx | app\page.tsx | components\bookings\BookingStats.tsx | components\bookings\fare\FareSummaryCard.tsx | components\bookings\PaymentBadge.tsx"
"25","Employee Module","Permissions","IMPLEMENTED-EVIDENCE","HIGH","17",".agents\skills\prisma-compute\references\troubleshooting.md | app\api\security\permissions\route.ts | app\middleware.ts | app\settings\page.tsx | components\common\PermissionGate.tsx | components\navigation\navigation.ts | components\security\SecurityOverview.tsx | components\settings\RolePermissions.tsx | docs\API_CATALOGUE.md | hooks\usePermission.ts | lib\permissions.ts | lib\rbac.ts"
"26","Travel Policy Engine","Policy Models","MISSING-NO-EVIDENCE","HIGH","0",""
"26","Travel Policy Engine","Approval Rules","IMPLEMENTED-EVIDENCE","HIGH","4","app\api\corporate\route.ts | lib\repositories\corporate.ts | lib\services\corporate\CorporateService.ts | prisma\schema.prisma"
"26","Travel Policy Engine","Travel Limits","MISSING-NO-EVIDENCE","HIGH","0",""
"26","Travel Policy Engine","Category Restrictions","MISSING-NO-EVIDENCE","HIGH","0",""
"26","Travel Policy Engine","Policy APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"27","Approval Workflow","Multi-level Approval","MISSING-NO-EVIDENCE","HIGH","0",""
"27","Approval Workflow","Manager","IMPLEMENTED-EVIDENCE","HIGH","21",".agents\skills\prisma-compute\SKILL.md | .agents\skills\prisma-database-setup\references\sqlserver.md | .agents\skills\prisma-postgres-setup\references\auth.md | .agents\skills\prisma-postgres-setup\SKILL.md | app\api\corporate\route.ts | app\api\security\sessions\route.ts | app\corporate\page.tsx | app\notifications\page.tsx | app\support\page.tsx | components\notifications\TemplateManager.tsx | components\settings\ActivityLogs.tsx | components\settings\UserManagement.tsx"
"27","Approval Workflow","Finance","IMPLEMENTED-EVIDENCE","HIGH","63","app\api\analytics\route.ts | app\api\finance\overview\route.ts | app\api\finance\settlements\route.ts | app\api\finance\transactions\route.ts | app\api\finance\wallet\route.ts | app\api\payments\create-order\route.ts | app\api\reports\route.ts | app\api\vendors\settlements\route.ts | app\api\vendors\wallet\route.ts | app\corporate\page.tsx | app\finance\page.tsx | app\middleware.ts"
"27","Approval Workflow","Travel Desk","MISSING-NO-EVIDENCE","HIGH","0",""
"27","Approval Workflow","Escalation","IMPLEMENTED-EVIDENCE","HIGH","5","app\support\page.tsx | components\support\EscalationQueue.tsx | components\support\SLAStatus.tsx | prisma\migrations\20260809100000_restore_enterprise_schema\migration.sql | prisma\schema.prisma"
"27","Approval Workflow","Audit Trail","MISSING-NO-EVIDENCE","HIGH","0",""
"28","Budget Management","Annual Budget","MISSING-NO-EVIDENCE","HIGH","0",""
"28","Budget Management","Department Budget","MISSING-NO-EVIDENCE","HIGH","0",""
"28","Budget Management","Project Budget","MISSING-NO-EVIDENCE","HIGH","0",""
"28","Budget Management","Budget APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"28","Budget Management","Alerts","IMPLEMENTED-EVIDENCE","HIGH","11","app\page.tsx | app\security\page.tsx | components\dashboard\BusinessSummary.tsx | components\security\SecurityAlerts.tsx | components\support\SupportSettings.tsx | components\ui\widgets\AlertCenter.tsx | lib\monitoring\alerts.ts | lib\monitoring\error-monitor.ts | lib\monitoring\index.ts | lib\services\budget\BudgetService.ts | prisma\schema.prisma"
"28","Budget Management","Reports","IMPLEMENTED-EVIDENCE","HIGH","56",".agents\skills\prisma-cli\references\db-execute.md | .agents\skills\prisma-cli\references\debug.md | .agents\skills\prisma-cli\references\migrate-status.md | .agents\skills\prisma-cli\references\validate.md | .agents\skills\prisma-compute\references\compute-config.md | app\api\corporate\route.ts | app\api\reports\route.ts | app\middleware.ts | app\page.tsx | app\reports\page.tsx | components\dashboard\Hero.tsx | components\navigation\navigation.ts"
"29","Cost Center Management","Cost Centers","IMPLEMENTED-EVIDENCE","HIGH","4","app\api\corporate\route.ts | lib\repositories\corporate.ts | lib\services\corporate\CorporateService.ts | prisma\schema.prisma"
"29","Cost Center Management","Expense Allocation","MISSING-NO-EVIDENCE","HIGH","0",""
"29","Cost Center Management","Billing Mapping","MISSING-NO-EVIDENCE","HIGH","0",""
"29","Cost Center Management","Reports","IMPLEMENTED-EVIDENCE","HIGH","56",".agents\skills\prisma-cli\references\db-execute.md | .agents\skills\prisma-cli\references\debug.md | .agents\skills\prisma-cli\references\migrate-status.md | .agents\skills\prisma-cli\references\validate.md | .agents\skills\prisma-compute\references\compute-config.md | app\api\corporate\route.ts | app\api\reports\route.ts | app\middleware.ts | app\page.tsx | app\reports\page.tsx | components\dashboard\Hero.tsx | components\navigation\navigation.ts"
"29","Cost Center Management","Automation","IMPLEMENTED-EVIDENCE","HIGH","31",".agents\skills\prisma-cli\references\migrate-reset.md | .agents\skills\prisma-compute\references\compute-config.md | .agents\skills\prisma-compute\references\frameworks.md | .agents\skills\prisma-compute\references\sdk-api.md | .agents\skills\prisma-compute\SKILL.md | .agents\skills\prisma-postgres\references\management-api.md | app\api\automation\route.ts | app\api\payments\verify\route.ts | app\api\payments\webhook\route.ts | app\automation\page.tsx | components\ai\AIOverview.tsx | components\ai\AIStats.tsx"
"30","Corporate Digital Twin","Travel Analytics","MISSING-NO-EVIDENCE","HIGH","0",""
"30","Corporate Digital Twin","Spend Analytics","MISSING-NO-EVIDENCE","HIGH","0",""
"30","Corporate Digital Twin","Policy Compliance","MISSING-NO-EVIDENCE","HIGH","0",""
"30","Corporate Digital Twin","Predictions","IMPLEMENTED-EVIDENCE","HIGH","5","app\api\ai\route.ts | lib\ai\AIRepository.ts | lib\ai\AIService.ts | lib\services\analytics\AnalyticsService.ts | prisma\schema.prisma"
"30","Corporate Digital Twin","Executive Dashboard","MISSING-NO-EVIDENCE","HIGH",,"lib\ai\ai-prompts.ts"
"30","Corporate Digital Twin","AI","MISSING-NO-EVIDENCE","HIGH","0",""
"31","Lead Management","Lead Models","MISSING-NO-EVIDENCE","HIGH","0",""
"31","Lead Management","Lead APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"31","Lead Management","Lead Sources","MISSING-NO-EVIDENCE","HIGH","0",""
"31","Lead Management","Assignment Rules","MISSING-NO-EVIDENCE","HIGH","0",""
"31","Lead Management","Pipeline","NEEDS-LIVE-VERIFICATION","MEDIUM","9",".agents\skills\prisma-cli\references\format.md | .agents\skills\prisma-cli\references\generate.md | .agents\skills\prisma-cli\references\migrate-deploy.md | .agents\skills\prisma-cli\references\migrate-dev.md | .agents\skills\prisma-cli\references\validate.md | .agents\skills\prisma-mongodb-upgrade\references\client-api-mapping.md | .agents\skills\prisma-mongodb-upgrade\references\decision-stay-or-migrate.md | .agents\skills\prisma-mongodb-upgrade\references\verify-cutover-checklist.md | app\api\crm\pipeline\route.ts"
"31","Lead Management","Automation","IMPLEMENTED-EVIDENCE","HIGH","31",".agents\skills\prisma-cli\references\migrate-reset.md | .agents\skills\prisma-compute\references\compute-config.md | .agents\skills\prisma-compute\references\frameworks.md | .agents\skills\prisma-compute\references\sdk-api.md | .agents\skills\prisma-compute\SKILL.md | .agents\skills\prisma-postgres\references\management-api.md | app\api\automation\route.ts | app\api\payments\verify\route.ts | app\api\payments\webhook\route.ts | app\automation\page.tsx | components\ai\AIOverview.tsx | components\ai\AIStats.tsx"
"32","Account Management","Corporate Accounts","NEEDS-LIVE-VERIFICATION","MEDIUM","3","app\corporate\page.tsx | app\page.tsx | components\dashboard\BusinessOverview.tsx"
"32","Account Management","Customer Accounts","MISSING-NO-EVIDENCE","HIGH","0",""
"32","Account Management","Vendor Accounts","MISSING-NO-EVIDENCE","HIGH",,"components\support\VendorSupport.tsx"
"32","Account Management","Account APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"32","Account Management","Hierarchy","MISSING-NO-EVIDENCE","HIGH",,"lib\security\roles.ts"
"33","Opportunity Management","Opportunity Models","MISSING-NO-EVIDENCE","HIGH","0",""
"33","Opportunity Management","Sales Pipeline","MISSING-NO-EVIDENCE","HIGH","0",""
"33","Opportunity Management","Quotation","MISSING-NO-EVIDENCE","HIGH","0",""
"33","Opportunity Management","Follow-up","NEEDS-LIVE-VERIFICATION","MEDIUM","4",".agents\skills\prisma-cli\references\db-push.md | .agents\skills\prisma-cli\references\migrate-dev.md | .agents\skills\prisma-cli\references\migrate-reset.md | .agents\skills\prisma-compute\SKILL.md"
"33","Opportunity Management","Opportunity APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"34","Task & Activity Management","Tasks","IMPLEMENTED-EVIDENCE","HIGH","7",".agents\skills\prisma-cli\references\db-execute.md | .agents\skills\prisma-postgres\references\console-and-connections.md | .agents\skills\prisma-postgres-setup\SKILL.md | app\api\crm\leads\route.ts | app\api\crm\tasks\route.ts | prisma\migrations\20260809100000_restore_enterprise_schema\migration.sql | prisma\schema.prisma"
"34","Task & Activity Management","Activities","IMPLEMENTED-EVIDENCE","HIGH","10","app\api\crm\activities\route.ts | app\api\crm\leads\route.ts | components\ai\AIActivity.tsx | components\automation\AutomationActivity.tsx | components\finance\RecentTransactions.tsx | components\notifications\RecentActivity.tsx | components\settings\ActivityLogs.tsx | components\settings\SystemLogs.tsx | components\support\RecentSupportActivity.tsx | prisma\schema.prisma"
"34","Task & Activity Management","Calendar","IMPLEMENTED-EVIDENCE","HIGH","9","app\page.tsx | components\bookings\BookingHeader.tsx | components\bookings\BookingInfoCard.tsx | components\bookings\BookingRow.tsx | components\bookings\BookingStats.tsx | components\dashboard\ExecutiveOverview.tsx | components\navigation\navigation.ts | components\navigation\navigation-icons.ts | components\ui\widgets\QuickCommand.tsx"
"34","Task & Activity Management","Reminders","MISSING-NO-EVIDENCE","HIGH","0",""
"34","Task & Activity Management","Assignment","IMPLEMENTED-EVIDENCE","HIGH","15","app\api\bookings\assign-driver\route.ts | app\api\drivers\route.ts | app\marketplace\booking\confirmation\BookingConfirmationClient.tsx | components\automation\AutomationRuleTable.tsx | components\bookings\sections\VehicleSection.tsx | components\bookings\TripInfoCard.tsx | components\bookings\VehicleAssignmentCard.tsx | components\drivers\DriverForm.tsx | components\settings\BookingSettings.tsx | components\support\SupportSettings.tsx | components\vehicles\VehicleForm.tsx | components\vehicles\VehicleOwnerCard.tsx"
"34","Task & Activity Management","Automation","IMPLEMENTED-EVIDENCE","HIGH","31",".agents\skills\prisma-cli\references\migrate-reset.md | .agents\skills\prisma-compute\references\compute-config.md | .agents\skills\prisma-compute\references\frameworks.md | .agents\skills\prisma-compute\references\sdk-api.md | .agents\skills\prisma-compute\SKILL.md | .agents\skills\prisma-postgres\references\management-api.md | app\api\automation\route.ts | app\api\payments\verify\route.ts | app\api\payments\webhook\route.ts | app\automation\page.tsx | components\ai\AIOverview.tsx | components\ai\AIStats.tsx"
"35","Reports","Operational Reports","MISSING-NO-EVIDENCE","HIGH","0",""
"35","Reports","Financial Reports","MISSING-NO-EVIDENCE","HIGH","0",""
"35","Reports","Corporate Reports","IMPLEMENTED-EVIDENCE","HIGH","2","lib\repositories\reports.ts | lib\services\reports\ReportsService.ts"
"35","Reports","Export APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"35","Reports","Scheduling","MISSING-NO-EVIDENCE","HIGH","0",""
"36","Business Intelligence","Executive Dashboards","MISSING-NO-EVIDENCE","HIGH","0",""
"36","Business Intelligence","KPIs","MISSING-NO-EVIDENCE","HIGH","0",""
"36","Business Intelligence","Charts","IMPLEMENTED-EVIDENCE","HIGH","12","app\page.tsx | app\reports\page.tsx | components\dashboard\OperationsSection.tsx | components\dashboard\RevenueSection.tsx | components\reports\ReportCharts.tsx | components\ui\charts\BookingChart.tsx | components\ui\charts\FinanceChart.tsx | components\ui\charts\FleetChart.tsx | components\ui\charts\RevenueChart.tsx | components\ui\index.ts | package.json | package-lock.json"
"36","Business Intelligence","Trend Analysis","MISSING-NO-EVIDENCE","HIGH","0",""
"36","Business Intelligence","Data Warehouse","MISSING-NO-EVIDENCE","HIGH","0",""
"36","Business Intelligence","AI Insights","MISSING-NO-EVIDENCE","HIGH",,"components\ai\AIInsightCard.tsx"
"37","Analytics","Marketplace Analytics","IMPLEMENTED-EVIDENCE","HIGH","3","app\api\analytics\route.ts | lib\repositories\analytics.ts | lib\services\analytics\AnalyticsService.ts"
"37","Analytics","Customer Analytics","NEEDS-LIVE-VERIFICATION","MEDIUM","4","app\analytics\page.tsx | components\analytics\CustomerAnalytics.tsx | data\analytics.ts | data\sidebar.ts"
"37","Analytics","Vendor Analytics","IMPLEMENTED-EVIDENCE","HIGH","7","app\analytics\page.tsx | components\analytics\VendorAnalytics.tsx | data\analytics.ts | lib\repositories\analytics.ts | lib\services\analytics\AnalyticsService.ts | prisma\migrations\20260809100000_restore_enterprise_schema\migration.sql | prisma\schema.prisma"
"37","Analytics","Driver Analytics","IMPLEMENTED-EVIDENCE","HIGH","8","app\analytics\page.tsx | components\analytics\DriverAnalytics.tsx | data\analytics.ts | data\sidebar.ts | lib\repositories\analytics.ts | lib\services\analytics\AnalyticsService.ts | prisma\migrations\20260809100000_restore_enterprise_schema\migration.sql | prisma\schema.prisma"
"37","Analytics","Corporate Analytics","IMPLEMENTED-EVIDENCE","HIGH","3","app\api\analytics\route.ts | lib\repositories\analytics.ts | lib\services\analytics\AnalyticsService.ts"
"37","Analytics","Predictive Analytics","MISSING-NO-EVIDENCE","HIGH","0",""
"38","Security","Security Models","MISSING-NO-EVIDENCE","HIGH","0",""
"38","Security","RBAC","IMPLEMENTED-EVIDENCE","HIGH","3","components\security\SecurityAuditLog.tsx | components\security\SecurityOverview.tsx | lib\rbac.ts"
"38","Security","JWT","MISSING-NO-EVIDENCE","HIGH","0",""
"38","Security","MFA","MISSING-NO-EVIDENCE","HIGH","0",""
"38","Security","Encryption","NEEDS-LIVE-VERIFICATION","MEDIUM","3","lib\security\auth.ts | lib\security\encryption.ts | tests\unit\security.test.ts"
"38","Security","Security APIs","MISSING-NO-EVIDENCE","HIGH","0",""
"39","Compliance","KYC","MISSING-NO-EVIDENCE","HIGH","0",""
